feature	test_accuracy_lr	test_accuracy_baseline	samples
INV_OPEN_OPEN_MID_CENTRAL_UNROUNDED_VOWEL	0.915151515151515	0.915151515151515	59
INV_OPEN_BACK_UNROUNDED_VOWEL	0.6287878787878787	0.7454545454545455	59
INV_OPEN_BACK_ROUNDED_VOWEL	0.8803030303030303	0.915151515151515	59
INV_OPEN_MID_BACK_ROUNDED_VOWEL	0.6839160839160839	0.5426573426573426	59
INV_VOICED_RETROFLEX_PLOSIVE	0.834965034965035	0.8839160839160838	59
INV_MID_CENTRAL_UNROUNDED_VOWEL	0.49393939393939396	0.6606060606060605	59
INV_OPEN_MID_FRONT_UNROUNDED_VOWEL	0.6230769230769231	0.5592074592074592	59
INV_VOICED_PALATAL_PLOSIVE	0.8839160839160838	0.8839160839160838	59
INV_VOICED_VELAR_FRICATIVE	0.6819347319347319	0.7811188811188812	59
INV_VOICED_GLOTTAL_FRICATIVE	0.8318181818181818	0.8484848484848484	59
INV_CLOSE_CENTRAL_UNROUNDED_VOWEL	0.8984848484848484	0.915151515151515	59
INV_CLOSE_CLOSE_MID_HIGH_FRONT_UNROUNDED_VOWEL	0.8984848484848484	0.593939393939394	59
INV_CLOSE_BACK_UNROUNDED_VOWEL	0.8646853146853146	0.8995337995337994	59
INV_PALATAL_NASAL	0.70011655011655	0.6442890442890442	59
INV_ALVEOLAR_TAP	0.6757575757575758	0.6787878787878787	59
INV_UVULAR_APPROXIMANT	0.7462703962703964	0.8662004662004662	59
INV_VOICELESS_POSTALVEOLAR_FRICATIVE	0.5734265734265734	0.7132867132867133	59
INV_VOICELESS_RETROFLEX_PLOSIVE	0.834965034965035	0.8839160839160838	59
INV_LABIODENTAL_APPROXIMANT	0.7765734265734265	0.6442890442890442	59
INV_PALATAL_LATERAL_APPROXIMANT	0.7636363636363637	0.8303030303030303	59
INV_CLOSE_CLOSE_MID_HIGH_FRONT_ROUNDED_VOWEL	0.8687645687645688	0.8995337995337994	59
INV_VOICED_POSTALVEOLAR_FRICATIVE	0.7636363636363637	0.4909090909090909	59
INV_GLOTTAL_PLOSIVE	0.695104895104895	0.5426573426573426	59
INV_VOICED_BILABIAL_FRICATIVE	0.8818181818181818	0.915151515151515	59
INV_VOICELESS_DENTAL_FRICATIVE	0.8495337995337996	0.8662004662004662	59
INV_VOICED_UVULAR_FRICATIVE	0.7573426573426574	0.8662004662004662	59
INV_PLACE_DENTAL	0.8339160839160839	0.7811188811188812	59
INV_PLACE_PALATOALVEOLAR	0.8202797202797202	0.8662004662004662	59
INV_PLACE_ALVEOPALATAL	0.9331002331002332	0.8995337995337994	59
INV_PLACE_RETROFLEX	0.796969696969697	0.8484848484848484	59
INV_PLACE_MANNER_RETROFLEX_OBS	0.7949883449883451	0.8662004662004662	59
INV_PLACE_LABIOVELARIZED_VELAR	0.5160839160839161	0.6279720279720279	59
INV_PLACE_UVULAR	0.6409090909090909	0.6606060606060605	59
INV_PLACE_FRONT_ROUND	0.6973193473193473	0.7293706293706295	59
INV_APICICAL_LAMIMANL	0.7803030303030304	0.6606060606060605	59
INV_VELAR_UVULAR	0.6409090909090909	0.6606060606060605	59
INV_NASAL_MINUS_NASAL	0.7276223776223776	0.8144522144522146	59
INV_TENSE_MINUS_TENSE	0.5773892773892774	0.6442890442890442	59
INV_ROUND_MINUS_ROUND	0.6393939393939394	0.5757575757575758	59
INV_HI_MINUS_HI	0.7969696969696971	0.8303030303030303	59
INV_LO_MINUS_LO	0.5804195804195804	0.6960372960372961	59
INV_VOWEL_5	0.7984848484848486	0.8484848484848484	59
INV_VOWEL_6	0.7104895104895106	0.7986013986013987	59
INV_VOWEL_7	0.915151515151515	0.915151515151515	59
INV_VOW_8	0.8283216783216784	0.8995337995337994	59
INV_VOW_10_MORE	0.5242424242424243	0.4909090909090909	59
INV_CONS_ASP	0.622027972027972	0.6960372960372961	59
INV_OBS_VD_VLESS	0.8984848484848484	0.915151515151515	59
INV_CONT_VD_VLESS	0.6615384615384615	0.7986013986013987	59
INV_SON_VD_VLESS	0.9146853146853147	0.8839160839160838	59
P_VELAR_NASAL	0.5726190476190476	0.6011904761904762	35
P_VELAR_NASAL_INITIAL	0.7095238095238094	0.8047619047619048	35
